time/fps,time/process,time/physics_process,memory/static,memory/static_max,memory/msg_buf_max,object/objects,object/resources,object/nodes,object/orphan_nodes,raster/total_objects_drawn,raster/total_primitives_drawn,raster/total_draw_calls,video/video_mem,video/texture_mem,video/buffer_mem,physics_2d/active_objects,physics_2d/collision_pairs,physics_2d/islands,physics_3d/active_objects,physics_3d/collision_pairs,physics_3d/islands,audio/driver/output_latency
77.0,0.017069,0.00281,70759992.0,93620680.0,6696.0,2396.0,246.0,582.0,8.0,0.0,0.0,0.0,137589264.0,75755520.0,1782316.0,27.0,697.0,589.0,0.0,0.0,0.0,0.01
75.0,0.020256,0.003373,70763920.0,93620680.0,6696.0,2400.0,246.0,582.0,8.0,0.0,0.0,0.0,137589264.0,75755520.0,1782316.0,27.0,697.0,589.0,0.0,0.0,0.0,0.01
77.0,0.016066,0.003404,70767552.0,93620680.0,6696.0,2397.0,246.0,582.0,8.0,0.0,0.0,0.0,137589264.0,75755520.0,1782316.0,27.0,709.0,601.0,0.0,0.0,0.0,0.01
77.0,0.017537,0.003549,70770704.0,93620680.0,6696.0,2397.0,246.0,582.0,8.0,0.0,0.0,0.0,137589264.0,75755520.0,1782316.0,27.0,715.0,607.0,0.0,0.0,0.0,0.01
78.0,0.014911,0.001938,70762184.0,93620680.0,6696.0,2397.0,246.0,582.0,8.0,0.0,0.0,0.0,137589264.0,75755520.0,1782316.0,27.0,713.0,605.0,0.0,0.0,0.0,0.01
76.0,0.015848,0.002128,70816112.0,93620680.0,6696.0,2398.0,246.0,582.0,8.0,0.0,0.0,0.0,137589264.0,75755520.0,1782316.0,27.0,779.0,649.0,0.0,0.0,0.0,0.01
77.0,0.017624,0.002434,71061744.0,93620680.0,6696.0,2409.0,246.0,590.0,8.0,0.0,0.0,0.0,137589264.0,75755520.0,1782316.0,29.0,846.0,696.0,0.0,0.0,0.0,0.01
73.0,0.016629,0.002526,71095552.0,93620680.0,6696.0,2410.0,246.0,590.0,8.0,0.0,0.0,0.0,137589264.0,75755520.0,1782316.0,29.0,851.0,706.0,0.0,0.0,0.0,0.01
74.0,0.016984,0.005621,71111496.0,93620680.0,6696.0,2411.0,246.0,590.0,8.0,0.0,0.0,0.0,137589264.0,75755520.0,1782316.0,28.0,856.0,710.0,0.0,0.0,0.0,0.01
75.0,0.016892,0.007842,70675984.0,93620680.0,6696.0,2335.0,246.0,538.0,8.0,0.0,0.0,0.0,137586960.0,75755520.0,1781884.0,25.0,768.0,625.0,0.0,0.0,0.0,0.01
80.0,0.01557,0.004064,70687440.0,93620680.0,6696.0,2336.0,246.0,538.0,8.0,0.0,0.0,0.0,137586960.0,75755520.0,1781884.0,25.0,779.0,630.0,0.0,0.0,0.0,0.01
78.0,0.016429,0.006597,70406040.0,93620680.0,6696.0,2291.0,246.0,506.0,8.0,0.0,0.0,0.0,137585424.0,75755520.0,1781596.0,23.0,707.0,560.0,0.0,0.0,0.0,0.01
83.0,0.015174,0.003821,70863680.0,93620680.0,6696.0,2368.0,246.0,554.0,7.0,0.0,0.0,0.0,137587728.0,75755520.0,1782028.0,25.0,822.0,714.0,0.0,0.0,0.0,0.01
81.0,0.016733,0.006067,70834272.0,93620680.0,6696.0,2355.0,246.0,554.0,7.0,0.0,0.0,0.0,137587728.0,75755520.0,1782028.0,25.0,795.0,687.0,0.0,0.0,0.0,0.01
81.0,0.01736,0.00324,70840504.0,93620680.0,6696.0,2364.0,246.0,554.0,7.0,0.0,0.0,0.0,137587728.0,75755520.0,1782028.0,25.0,795.0,687.0,0.0,0.0,0.0,0.01
79.0,0.016073,0.002289,70834144.0,93620680.0,6696.0,2355.0,246.0,554.0,7.0,0.0,0.0,0.0,137587728.0,75755520.0,1782028.0,25.0,795.0,687.0,0.0,0.0,0.0,0.01
80.0,0.016206,0.001878,70832792.0,93620680.0,6696.0,2354.0,246.0,554.0,7.0,0.0,0.0,0.0,137587728.0,75755520.0,1782028.0,25.0,795.0,687.0,0.0,0.0,0.0,0.01
80.0,0.017239,0.003412,70832920.0,93620680.0,6696.0,2354.0,246.0,554.0,7.0,0.0,0.0,0.0,137587728.0,75755520.0,1782028.0,25.0,795.0,687.0,0.0,0.0,0.0,0.01
80.0,0.015336,0.002366,70832920.0,93620680.0,6696.0,2354.0,246.0,554.0,7.0,0.0,0.0,0.0,137587728.0,75755520.0,1782028.0,25.0,795.0,687.0,0.0,0.0,0.0,0.01
79.0,0.018966,0.002621,70832920.0,93620680.0,6696.0,2354.0,246.0,554.0,7.0,0.0,0.0,0.0,137587728.0,75755520.0,1782028.0,25.0,795.0,687.0,0.0,0.0,0.0,0.01
76.0,0.017828,0.003243,70832920.0,93620680.0,6696.0,2354.0,246.0,554.0,7.0,0.0,0.0,0.0,137587728.0,75755520.0,1782028.0,25.0,795.0,687.0,0.0,0.0,0.0,0.01
70.0,0.021786,0.002908,70832920.0,93620680.0,6696.0,2354.0,246.0,554.0,7.0,0.0,0.0,0.0,137587728.0,75755520.0,1782028.0,25.0,795.0,687.0,0.0,0.0,0.0,0.01
77.0,0.020133,0.005207,70832920.0,93620680.0,6696.0,2354.0,246.0,554.0,7.0,0.0,0.0,0.0,137587728.0,75755520.0,1782028.0,25.0,795.0,687.0,0.0,0.0,0.0,0.01
75.0,0.022411,0.002443,70834928.0,93620680.0,6696.0,2354.0,246.0,554.0,7.0,0.0,0.0,0.0,137587728.0,75755520.0,1782028.0,25.0,795.0,687.0,0.0,0.0,0.0,0.01
73.0,0.022037,0.00251,70832920.0,93620680.0,6696.0,2354.0,246.0,554.0,7.0,0.0,0.0,0.0,137587728.0,75755520.0,1782028.0,25.0,795.0,687.0,0.0,0.0,0.0,0.01
74.0,0.020521,0.002362,70832920.0,93620680.0,6696.0,2354.0,246.0,554.0,7.0,0.0,0.0,0.0,137587728.0,75755520.0,1782028.0,25.0,795.0,687.0,0.0,0.0,0.0,0.01
78.0,0.018491,0.001885,70832920.0,93620680.0,6696.0,2354.0,246.0,554.0,7.0,0.0,0.0,0.0,137587728.0,75755520.0,1782028.0,25.0,795.0,687.0,0.0,0.0,0.0,0.01
77.0,0.018875,0.002559,70832920.0,93620680.0,6696.0,2354.0,246.0,554.0,7.0,0.0,0.0,0.0,137587728.0,75755520.0,1782028.0,25.0,795.0,687.0,0.0,0.0,0.0,0.01
77.0,0.024743,0.002404,70832920.0,93620680.0,6696.0,2354.0,246.0,554.0,7.0,0.0,0.0,0.0,137587728.0,75755520.0,1782028.0,25.0,795.0,687.0,0.0,0.0,0.0,0.01
80.0,0.016245,0.002621,70832920.0,93620680.0,6696.0,2354.0,246.0,554.0,7.0,0.0,0.0,0.0,137587728.0,75755520.0,1782028.0,25.0,795.0,687.0,0.0,0.0,0.0,0.01
78.0,0.022673,0.002786,70832920.0,93620680.0,6696.0,2354.0,246.0,554.0,7.0,0.0,0.0,0.0,137587728.0,75755520.0,1782028.0,25.0,795.0,687.0,0.0,0.0,0.0,0.01
80.0,0.020628,0.001725,70832920.0,93620680.0,6696.0,2354.0,246.0,554.0,7.0,0.0,0.0,0.0,137587728.0,75755520.0,1782028.0,25.0,795.0,687.0,0.0,0.0,0.0,0.01
77.0,0.020568,0.003699,70832920.0,93620680.0,6696.0,2354.0,246.0,554.0,7.0,0.0,0.0,0.0,137587728.0,75755520.0,1782028.0,25.0,795.0,687.0,0.0,0.0,0.0,0.01
79.0,0.016957,0.002714,70832920.0,93620680.0,6696.0,2354.0,246.0,554.0,7.0,0.0,0.0,0.0,137587728.0,75755520.0,1782028.0,25.0,795.0,687.0,0.0,0.0,0.0,0.01
80.0,0.017565,0.002305,70832920.0,93620680.0,6696.0,2354.0,246.0,554.0,7.0,0.0,0.0,0.0,137587728.0,75755520.0,1782028.0,25.0,795.0,687.0,0.0,0.0,0.0,0.01
77.0,0.020427,0.003409,70842448.0,93620680.0,6696.0,2367.0,246.0,554.0,7.0,0.0,0.0,0.0,137587728.0,75755520.0,1782028.0,25.0,795.0,687.0,0.0,0.0,0.0,0.01
79.0,0.019228,0.001984,70834160.0,93620680.0,6696.0,2355.0,246.0,554.0,7.0,0.0,0.0,0.0,137587728.0,75755520.0,1782028.0,25.0,795.0,687.0,0.0,0.0,0.0,0.01
80.0,0.01559,0.001983,70832712.0,93620680.0,6696.0,2355.0,246.0,554.0,7.0,0.0,0.0,0.0,137587728.0,75755520.0,1782028.0,25.0,784.0,676.0,0.0,0.0,0.0,0.01
80.0,0.013729,0.001954,70830496.0,93620680.0,6696.0,2355.0,246.0,554.0,7.0,0.0,0.0,0.0,137587728.0,75755520.0,1782028.0,25.0,784.0,676.0,0.0,0.0,0.0,0.01
81.0,0.01552,0.002023,70819000.0,93620680.0,6696.0,2355.0,246.0,554.0,7.0,0.0,0.0,0.0,137587728.0,75755520.0,1782028.0,25.0,766.0,658.0,0.0,0.0,0.0,0.01
81.0,0.015762,0.003725,70816992.0,93620680.0,6696.0,2355.0,246.0,554.0,7.0,0.0,0.0,0.0,137587728.0,75755520.0,1782028.0,25.0,745.0,637.0,0.0,0.0,0.0,0.01
82.0,0.01576,0.002171,70811296.0,93620680.0,6696.0,2355.0,246.0,554.0,7.0,0.0,0.0,0.0,137587728.0,75755520.0,1782028.0,25.0,730.0,622.0,0.0,0.0,0.0,0.01
83.0,0.014381,0.001628,70807328.0,93620680.0,6696.0,2355.0,246.0,554.0,7.0,0.0,0.0,0.0,137587728.0,75755520.0,1782028.0,25.0,726.0,618.0,0.0,0.0,0.0,0.01
85.0,0.015871,0.002045,70816208.0,93620680.0,6696.0,2355.0,246.0,554.0,7.0,0.0,0.0,0.0,137587728.0,75755520.0,1782028.0,25.0,738.0,630.0,0.0,0.0,0.0,0.01
84.0,0.015656,0.00193,71621688.0,93620680.0,6696.0,2490.0,246.0,650.0,9.0,0.0,0.0,0.0,137591568.0,75755520.0,1782748.0,30.0,812.0,704.0,0.0,0.0,0.0,0.01
79.0,0.015844,0.003847,71580064.0,93620680.0,6696.0,2490.0,246.0,650.0,9.0,0.0,0.0,0.0,137591568.0,75755520.0,1782748.0,30.0,788.0,680.0,0.0,0.0,0.0,0.01
75.0,0.015326,0.00286,71604432.0,93620680.0,6696.0,2490.0,246.0,650.0,9.0,0.0,0.0,0.0,137591568.0,75755520.0,1782748.0,30.0,809.0,701.0,0.0,0.0,0.0,0.01
76.0,0.01389,0.002922,71579912.0,93620680.0,6696.0,2490.0,246.0,650.0,9.0,0.0,0.0,0.0,137591568.0,75755520.0,1782748.0,30.0,788.0,680.0,0.0,0.0,0.0,0.01
76.0,0.015605,0.002244,71721208.0,93620680.0,6696.0,2492.0,246.0,650.0,9.0,0.0,0.0,0.0,137591568.0,75755520.0,1782748.0,30.0,850.0,742.0,0.0,0.0,0.0,0.01
81.0,0.01681,0.002936,71731576.0,93620680.0,6696.0,2492.0,246.0,650.0,9.0,0.0,0.0,0.0,137591568.0,75755520.0,1782748.0,30.0,840.0,732.0,0.0,0.0,0.0,0.01
76.0,0.013971,0.002268,71761152.0,93620680.0,6696.0,2492.0,246.0,650.0,9.0,0.0,0.0,0.0,137591568.0,75755520.0,1782748.0,30.0,851.0,743.0,0.0,0.0,0.0,0.01
77.0,0.014726,0.002273,71781000.0,93620680.0,6696.0,2492.0,246.0,650.0,9.0,0.0,0.0,0.0,137591568.0,75755520.0,1782748.0,30.0,844.0,736.0,0.0,0.0,0.0,0.01
76.0,0.015295,0.002024,71778136.0,93620680.0,6696.0,2492.0,246.0,650.0,9.0,0.0,0.0,0.0,137591568.0,75755520.0,1782748.0,30.0,842.0,734.0,0.0,0.0,0.0,0.01
75.0,0.016151,0.007894,71747952.0,93620680.0,6696.0,2492.0,246.0,650.0,9.0,0.0,0.0,0.0,137591568.0,75755520.0,1782748.0,30.0,813.0,705.0,0.0,0.0,0.0,0.01
74.0,0.01457,0.003867,71750144.0,93620680.0,6696.0,2492.0,246.0,650.0,9.0,0.0,0.0,0.0,137591568.0,75755520.0,1782748.0,30.0,787.0,679.0,0.0,0.0,0.0,0.01
75.0,0.016449,0.005785,71743768.0,93620680.0,6696.0,2492.0,246.0,650.0,9.0,0.0,0.0,0.0,137591568.0,75755520.0,1782748.0,30.0,799.0,691.0,0.0,0.0,0.0,0.01
73.0,0.016894,0.00487,72462736.0,93620680.0,6696.0,2524.0,246.0,670.0,9.0,0.0,0.0,0.0,137591568.0,75755520.0,1782748.0,35.0,1088.0,911.0,0.0,0.0,0.0,0.01
71.0,0.016837,0.004424,72374496.0,93620680.0,6696.0,2497.0,246.0,650.0,9.0,0.0,0.0,0.0,137590800.0,75755520.0,1782604.0,33.0,1038.0,864.0,0.0,0.0,0.0,0.01
72.0,0.015943,0.006581,72276616.0,93620680.0,6696.0,2477.0,246.0,638.0,9.0,0.0,0.0,0.0,137590032.0,75755520.0,1782460.0,33.0,994.0,820.0,0.0,0.0,0.0,0.01
72.0,0.01708,0.00473,72133936.0,93620680.0,6696.0,2453.0,246.0,622.0,9.0,0.0,0.0,0.0,137589264.0,75755520.0,1782316.0,32.0,933.0,769.0,0.0,0.0,0.0,0.01
74.0,0.016423,0.008361,72645368.0,93620680.0,6696.0,2503.0,246.0,656.0,8.0,0.0,0.0,0.0,137591568.0,75755520.0,1782748.0,30.0,1040.0,932.0,0.0,0.0,0.0,0.01
75.0,0.016032,0.012492,72614696.0,93620680.0,6696.0,2503.0,246.0,656.0,8.0,0.0,0.0,0.0,137591568.0,75755520.0,1782748.0,30.0,987.0,879.0,0.0,0.0,0.0,0.01
74.0,0.017247,0.003343,72623160.0,93620680.0,6696.0,2503.0,246.0,656.0,8.0,0.0,0.0,0.0,137591568.0,75755520.0,1782748.0,30.0,963.0,855.0,0.0,0.0,0.0,0.01
74.0,0.016759,0.002476,72624112.0,93620680.0,6696.0,2503.0,246.0,656.0,8.0,0.0,0.0,0.0,137591568.0,75755520.0,1782748.0,30.0,966.0,858.0,0.0,0.0,0.0,0.01
76.0,0.015202,0.007866,72624112.0,93620680.0,6696.0,2503.0,246.0,656.0,8.0,0.0,0.0,0.0,137591568.0,75755520.0,1782748.0,30.0,966.0,858.0,0.0,0.0,0.0,0.01
75.0,0.016069,0.003579,72624112.0,93620680.0,6696.0,2503.0,246.0,656.0,8.0,0.0,0.0,0.0,137591568.0,75755520.0,1782748.0,30.0,966.0,858.0,0.0,0.0,0.0,0.01
75.0,0.014853,0.002315,72624112.0,93620680.0,6696.0,2503.0,246.0,656.0,8.0,0.0,0.0,0.0,137591568.0,75755520.0,1782748.0,30.0,966.0,858.0,0.0,0.0,0.0,0.01
76.0,0.015337,0.001812,72624112.0,93620680.0,6696.0,2503.0,246.0,656.0,8.0,0.0,0.0,0.0,137591568.0,75755520.0,1782748.0,30.0,966.0,858.0,0.0,0.0,0.0,0.01
75.0,0.01589,0.002128,72624112.0,93620680.0,6696.0,2503.0,246.0,656.0,8.0,0.0,0.0,0.0,137591568.0,75755520.0,1782748.0,30.0,966.0,858.0,0.0,0.0,0.0,0.01
76.0,0.016509,0.006457,72633272.0,93620680.0,6696.0,2516.0,246.0,656.0,8.0,0.0,0.0,0.0,137591568.0,75755520.0,1782748.0,30.0,966.0,858.0,0.0,0.0,0.0,0.01
75.0,0.016589,0.002751,72624112.0,93620680.0,6696.0,2503.0,246.0,656.0,8.0,0.0,0.0,0.0,137591568.0,75755520.0,1782748.0,30.0,966.0,858.0,0.0,0.0,0.0,0.01
74.0,0.019562,0.005904,72624112.0,93620680.0,6696.0,2503.0,246.0,656.0,8.0,0.0,0.0,0.0,137591568.0,75755520.0,1782748.0,30.0,966.0,858.0,0.0,0.0,0.0,0.01
75.0,0.016156,0.006257,72624112.0,93620680.0,6696.0,2503.0,246.0,656.0,8.0,0.0,0.0,0.0,137591568.0,75755520.0,1782748.0,30.0,966.0,858.0,0.0,0.0,0.0,0.01
74.0,0.017159,0.005993,72624112.0,93620680.0,6696.0,2503.0,246.0,656.0,8.0,0.0,0.0,0.0,137591568.0,75755520.0,1782748.0,30.0,966.0,858.0,0.0,0.0,0.0,0.01
75.0,0.015538,0.006144,72624112.0,93620680.0,6696.0,2503.0,246.0,656.0,8.0,0.0,0.0,0.0,137591568.0,75755520.0,1782748.0,30.0,966.0,858.0,0.0,0.0,0.0,0.01
75.0,0.016284,0.006695,72643072.0,93620680.0,6696.0,2530.0,246.0,656.0,8.0,0.0,0.0,0.0,137591568.0,75755520.0,1782748.0,30.0,966.0,858.0,0.0,0.0,0.0,0.01
75.0,0.015266,0.004742,72624112.0,93620680.0,6696.0,2503.0,246.0,656.0,8.0,0.0,0.0,0.0,137591568.0,75755520.0,1782748.0,30.0,966.0,858.0,0.0,0.0,0.0,0.01
74.0,0.016749,0.002843,72624112.0,93620680.0,6696.0,2503.0,246.0,656.0,8.0,0.0,0.0,0.0,137591568.0,75755520.0,1782748.0,30.0,966.0,858.0,0.0,0.0,0.0,0.01
76.0,0.015458,0.003367,72624112.0,93620680.0,6696.0,2503.0,246.0,656.0,8.0,0.0,0.0,0.0,137591568.0,75755520.0,1782748.0,30.0,966.0,858.0,0.0,0.0,0.0,0.01
75.0,0.015784,0.0051,72624112.0,93620680.0,6696.0,2503.0,246.0,656.0,8.0,0.0,0.0,0.0,137591568.0,75755520.0,1782748.0,30.0,966.0,858.0,0.0,0.0,0.0,0.01
75.0,0.016786,0.004715,72624112.0,93620680.0,6696.0,2503.0,246.0,656.0,8.0,0.0,0.0,0.0,137591568.0,75755520.0,1782748.0,30.0,966.0,858.0,0.0,0.0,0.0,0.01
74.0,0.016035,0.003527,72624112.0,93620680.0,6696.0,2503.0,246.0,656.0,8.0,0.0,0.0,0.0,137591568.0,75755520.0,1782748.0,30.0,966.0,858.0,0.0,0.0,0.0,0.01
76.0,0.01496,0.002214,72624112.0,93620680.0,6696.0,2503.0,246.0,656.0,8.0,0.0,0.0,0.0,137591568.0,75755520.0,1782748.0,30.0,966.0,858.0,0.0,0.0,0.0,0.01
75.0,0.015042,0.003869,72624112.0,93620680.0,6696.0,2503.0,246.0,656.0,8.0,0.0,0.0,0.0,137591568.0,75755520.0,1782748.0,30.0,966.0,858.0,0.0,0.0,0.0,0.01
75.0,0.015164,0.002769,72624112.0,93620680.0,6696.0,2503.0,246.0,656.0,8.0,0.0,0.0,0.0,137591568.0,75755520.0,1782748.0,30.0,966.0,858.0,0.0,0.0,0.0,0.01
75.0,0.016217,0.007085,72624112.0,93620680.0,6696.0,2503.0,246.0,656.0,8.0,0.0,0.0,0.0,137591568.0,75755520.0,1782748.0,30.0,966.0,858.0,0.0,0.0,0.0,0.01
75.0,0.017506,0.007988,72624112.0,93620680.0,6696.0,2503.0,246.0,656.0,8.0,0.0,0.0,0.0,137591568.0,75755520.0,1782748.0,30.0,966.0,858.0,0.0,0.0,0.0,0.01
76.0,0.015454,0.00532,72624112.0,93620680.0,6696.0,2503.0,246.0,656.0,8.0,0.0,0.0,0.0,137591568.0,75755520.0,1782748.0,30.0,966.0,858.0,0.0,0.0,0.0,0.01
75.0,0.015693,0.003914,72624112.0,93620680.0,6696.0,2503.0,246.0,656.0,8.0,0.0,0.0,0.0,137591568.0,75755520.0,1782748.0,30.0,966.0,858.0,0.0,0.0,0.0,0.01
75.0,0.015966,0.003087,72624112.0,93620680.0,6696.0,2503.0,246.0,656.0,8.0,0.0,0.0,0.0,137591568.0,75755520.0,1782748.0,30.0,966.0,858.0,0.0,0.0,0.0,0.01
76.0,0.016794,0.005953,72624112.0,93620680.0,6696.0,2503.0,246.0,656.0,8.0,0.0,0.0,0.0,137591568.0,75755520.0,1782748.0,30.0,966.0,858.0,0.0,0.0,0.0,0.01
75.0,0.017931,0.006732,72624112.0,93620680.0,6696.0,2503.0,246.0,656.0,8.0,0.0,0.0,0.0,137591568.0,75755520.0,1782748.0,30.0,966.0,858.0,0.0,0.0,0.0,0.01
76.0,0.01418,0.003338,72624112.0,93620680.0,6696.0,2503.0,246.0,656.0,8.0,0.0,0.0,0.0,137591568.0,75755520.0,1782748.0,30.0,966.0,858.0,0.0,0.0,0.0,0.01
74.0,0.016454,0.006756,72624112.0,93620680.0,6696.0,2503.0,246.0,656.0,8.0,0.0,0.0,0.0,137591568.0,75755520.0,1782748.0,30.0,966.0,858.0,0.0,0.0,0.0,0.01
75.0,0.014945,0.00529,72624112.0,93620680.0,6696.0,2503.0,246.0,656.0,8.0,0.0,0.0,0.0,137591568.0,75755520.0,1782748.0,30.0,966.0,858.0,0.0,0.0,0.0,0.01
75.0,0.015612,0.004813,72717240.0,93620680.0,6696.0,2503.0,246.0,656.0,8.0,0.0,0.0,0.0,137591568.0,75755520.0,1782748.0,30.0,1055.0,947.0,0.0,0.0,0.0,0.01
73.0,0.015878,0.003104,72680832.0,93620680.0,6696.0,2503.0,246.0,656.0,8.0,0.0,0.0,0.0,137591568.0,75755520.0,1782748.0,30.0,945.0,837.0,0.0,0.0,0.0,0.01
72.0,0.016647,0.007084,72661528.0,93620680.0,6696.0,2503.0,246.0,656.0,8.0,0.0,0.0,0.0,137591568.0,75755520.0,1782748.0,30.0,909.0,801.0,0.0,0.0,0.0,0.01
74.0,0.016246,0.00465,72651904.0,93620680.0,6696.0,2503.0,246.0,656.0,8.0,0.0,0.0,0.0,137591568.0,75755520.0,1782748.0,30.0,905.0,797.0,0.0,0.0,0.0,0.01
74.0,0.014547,0.002779,72672048.0,93620680.0,6696.0,2503.0,246.0,656.0,8.0,0.0,0.0,0.0,137591568.0,75755520.0,1782748.0,30.0,964.0,856.0,0.0,0.0,0.0,0.01
75.0,0.014419,0.004493,72664184.0,93620680.0,6696.0,2503.0,246.0,656.0,8.0,0.0,0.0,0.0,137591568.0,75755520.0,1782748.0,30.0,956.0,848.0,0.0,0.0,0.0,0.01
75.0,0.015437,0.005055,72681096.0,93620680.0,6696.0,2503.0,246.0,656.0,8.0,0.0,0.0,0.0,137591568.0,75755520.0,1782748.0,30.0,979.0,871.0,0.0,0.0,0.0,0.01
75.0,0.014905,0.004385,72650192.0,93620680.0,6696.0,2503.0,246.0,656.0,8.0,0.0,0.0,0.0,137591568.0,75755520.0,1782748.0,30.0,925.0,817.0,0.0,0.0,0.0,0.01
75.0,0.01438,0.002625,72647432.0,93620680.0,6696.0,2503.0,246.0,656.0,8.0,0.0,0.0,0.0,137591568.0,75755520.0,1782748.0,30.0,890.0,782.0,0.0,0.0,0.0,0.01
72.0,0.016799,0.006124,73361296.0,93620680.0,6696.0,2638.0,246.0,752.0,10.0,0.0,0.0,0.0,137595408.0,75755520.0,1783468.0,35.0,948.0,840.0,0.0,0.0,0.0,0.01
68.0,0.016902,0.008903,73365072.0,93620680.0,6696.0,2638.0,246.0,752.0,10.0,0.0,0.0,0.0,137595408.0,75755520.0,1783468.0,35.0,986.0,878.0,0.0,0.0,0.0,0.01
68.0,0.016892,0.007385,73370672.0,93620680.0,6696.0,2638.0,246.0,752.0,10.0,0.0,0.0,0.0,137595408.0,75755520.0,1783468.0,35.0,988.0,880.0,0.0,0.0,0.0,0.01
67.0,0.015716,0.006527,73404368.0,93620680.0,6696.0,2638.0,246.0,752.0,10.0,0.0,0.0,0.0,137595408.0,75755520.0,1783468.0,35.0,1023.0,915.0,0.0,0.0,0.0,0.01
68.0,0.015721,0.006044,73384872.0,93620680.0,6696.0,2638.0,246.0,752.0,10.0,0.0,0.0,0.0,137595408.0,75755520.0,1783468.0,35.0,989.0,881.0,0.0,0.0,0.0,0.01
69.0,0.016387,0.003419,73381128.0,93620680.0,6696.0,2639.0,246.0,752.0,10.0,0.0,0.0,0.0,137595408.0,75755520.0,1783468.0,35.0,1004.0,896.0,0.0,0.0,0.0,0.01
68.0,0.016233,0.003278,73347424.0,93620680.0,6696.0,2641.0,246.0,752.0,10.0,0.0,0.0,0.0,137595408.0,75755520.0,1783468.0,35.0,969.0,861.0,0.0,0.0,0.0,0.01
67.0,0.017568,0.006909,73525392.0,93620680.0,6696.0,2643.0,246.0,752.0,10.0,0.0,0.0,0.0,137595408.0,75755520.0,1783468.0,35.0,1098.0,980.0,0.0,0.0,0.0,0.01
65.0,0.016341,0.008994,73854360.0,93620680.0,6696.0,2666.0,246.0,772.0,10.0,0.0,0.0,0.0,137595408.0,75755520.0,1783468.0,40.0,1179.0,1043.0,0.0,0.0,0.0,0.01
64.0,0.019262,0.00717,73774680.0,93620680.0,6696.0,2644.0,246.0,758.0,10.0,0.0,0.0,0.0,137594640.0,75755520.0,1783324.0,39.0,1162.0,1026.0,0.0,0.0,0.0,0.01
64.0,0.017084,0.008767,73430856.0,93620680.0,6696.0,2580.0,246.0,710.0,10.0,0.0,0.0,0.0,137593104.0,75755520.0,1783036.0,33.0,1077.0,943.0,0.0,0.0,0.0,0.01
69.0,0.017192,0.007005,73256768.0,93620680.0,6696.0,2552.0,246.0,690.0,10.0,0.0,0.0,0.0,137592336.0,75755520.0,1782892.0,31.0,1024.0,894.0,0.0,0.0,0.0,0.01
69.0,0.01641,0.014579,74120344.0,93620680.0,6696.0,2644.0,246.0,758.0,9.0,0.0,0.0,0.0,137595408.0,75755520.0,1783468.0,35.0,1264.0,1156.0,0.0,0.0,0.0,0.01
69.0,0.016022,0.00274,74262496.0,93620680.0,6696.0,2644.0,246.0,758.0,9.0,0.0,0.0,0.0,137595408.0,75755520.0,1783468.0,35.0,1194.0,1086.0,0.0,0.0,0.0,0.01
70.0,0.01745,0.006168,74289800.0,93620680.0,6696.0,2644.0,246.0,758.0,9.0,0.0,0.0,0.0,137595408.0,75755520.0,1783468.0,35.0,1187.0,1079.0,0.0,0.0,0.0,0.01
70.0,0.017229,0.002841,74318728.0,93620680.0,6696.0,2644.0,246.0,758.0,9.0,0.0,0.0,0.0,137619792.0,75755520.0,1807852.0,35.0,1187.0,1079.0,0.0,0.0,0.0,0.01
67.0,0.017512,0.00034,74318728.0,93620680.0,6696.0,2644.0,246.0,758.0,9.0,0.0,0.0,0.0,137619792.0,75755520.0,1807852.0,35.0,1187.0,1079.0,0.0,0.0,0.0,0.01
68.0,0.01678,0.000425,74318728.0,93620680.0,6696.0,2644.0,246.0,758.0,9.0,0.0,0.0,0.0,137619792.0,75755520.0,1807852.0,35.0,1187.0,1079.0,0.0,0.0,0.0,0.01
68.0,0.017706,0.000316,74318728.0,93620680.0,6696.0,2644.0,246.0,758.0,9.0,0.0,0.0,0.0,137619792.0,75755520.0,1807852.0,35.0,1187.0,1079.0,0.0,0.0,0.0,0.01
68.0,0.018262,0.000211,74318728.0,93620680.0,6696.0,2644.0,246.0,758.0,9.0,0.0,0.0,0.0,137619792.0,75755520.0,1807852.0,35.0,1187.0,1079.0,0.0,0.0,0.0,0.01
68.0,0.017386,0.000327,74318728.0,93620680.0,6696.0,2644.0,246.0,758.0,9.0,0.0,0.0,0.0,137619792.0,75755520.0,1807852.0,35.0,1187.0,1079.0,0.0,0.0,0.0,0.01
68.0,0.017481,0.000343,74318728.0,93620680.0,6696.0,2644.0,246.0,758.0,9.0,0.0,0.0,0.0,137619792.0,75755520.0,1807852.0,35.0,1187.0,1079.0,0.0,0.0,0.0,0.01
68.0,0.016928,0.000338,74318728.0,93620680.0,6696.0,2644.0,246.0,758.0,9.0,0.0,0.0,0.0,137619792.0,75755520.0,1807852.0,35.0,1187.0,1079.0,0.0,0.0,0.0,0.01
68.0,0.016817,0.000191,74318728.0,93620680.0,6696.0,2644.0,246.0,758.0,9.0,0.0,0.0,0.0,137619792.0,75755520.0,1807852.0,35.0,1187.0,1079.0,0.0,0.0,0.0,0.01
68.0,0.018039,0.00035,74318728.0,93620680.0,6696.0,2644.0,246.0,758.0,9.0,0.0,0.0,0.0,137619792.0,75755520.0,1807852.0,35.0,1187.0,1079.0,0.0,0.0,0.0,0.01
